X,Y,ADDRESS,COUNTRY,STATE,CITY,Codigo_Pos,Coordenada,Coordena_1,GAS,NAS,BLOQ,Asignacion,Recuperaci,% GAS,% NAS,% BLOQ,% ASIG,% RECP,result_num,status,formatted_,place_id,location_t,latlong,icon_url
-99.0923614,19.4686303,"Gustavo A. Madero,CP 07940,CDMX México",México,CDMX,Gustavo A. Madero,"07940","-99.075579","19.4651708","72","56","16","103","10","100","77.78","22.22","143.06","13.89","0",OK,"San Juan de Aragón, 07940 Mexico City, CDMX, Mexico",ChIJoyZO9Nr70YURSnMR7VM8y58,APPROXIMATE,"19.4686303,-99.0923614",./0.png
-99.0861392,19.4696799,"Gustavo A. Madero,CP 07950,CDMX México",México,CDMX,Gustavo A. Madero,"07950","-99.07051","19.29227","403","312","91","573","52","100","77.42","22.58","142.18","12.90","0",OK,"San Juan de Aragón, 07950 Ciudad de México, CDMX, Mexico",ChIJC5IqxcX70YURQeIp3PJkgaQ,APPROXIMATE,"19.4696799,-99.08613919999999",./0.png
-99.0992755,19.4535477,"Gustavo A. Madero,CP 07960,CDMX México",México,CDMX,Gustavo A. Madero,"07960","-99.09959","19.45085","711","585","126","178","23","100","82.28","17.72","25.04","3.23","0",OK,"Héroes de Cerro Prieto, 07960 Ciudad de México, CDMX, Mexico",ChIJazpbC-H70YURG8LF9PpJfJ4,APPROXIMATE,"19.4535477,-99.09927549999999",./0.png
-99.0930528,19.4619648,"Gustavo A. Madero,CP 07969,CDMX México",México,CDMX,Gustavo A. Madero,"07969","-99.08422","19.45405","1102","940","162","529","87","100","85.30","14.70","48.00","7.89","0",OK,"San Juan de Aragón I Secc, 07969 Ciudad de México, CDMX, Mexico",ChIJ_eiqe-j70YURLp-RUed_KmI,APPROXIMATE,"19.4619648,-99.0930528",./0.png
-99.0723139,19.4526915,"Gustavo A. Madero,CP 07970,CDMX México",México,CDMX,Gustavo A. Madero,"07970","-99.0719582","19.4550646","185","146","39","139","26","100","78.92","21.08","75.14","14.05","0",OK,"San Juan de Aragón III Secc, 07970 Ciudad de México, CDMX, Mexico",ChIJK4yWl8D70YURihciSNM2pBw,APPROXIMATE,"19.4526915,-99.0723139",./0.png
-99.0654022,19.4574586,"Gustavo A. Madero,CP 07979,CDMX México",México,CDMX,Gustavo A. Madero,"07979","-99.0613418","19.4531492","642","560","82","211","37","100","87.23","12.77","32.87","5.76","0",OK,"San Juan de Aragón IV Secc, 07979 Ciudad de México, CDMX, Mexico",ChIJ0Ww0_Jb70YURzF-YSBZEdhQ,APPROXIMATE,"19.4574586,-99.0654022",./0.png
-99.0564178,19.4556982,"Gustavo A. Madero,CP 07980,CDMX México",México,CDMX,Gustavo A. Madero,"07980","-99.0577499","19.4555598","161","149","12","234","34","100","92.55","7.45","145.34","21.12","0",OK,"Narciso Bassols, 07980 Ciudad de México, CDMX, Mexico",ChIJJWTO9XX70YURXos4WxpIAEs,APPROXIMATE,"19.4556982,-99.05641779999999",./0.png
-99.0564178,19.452751,"Gustavo A. Madero,CP 07990,CDMX México",México,CDMX,Gustavo A. Madero,"07990","-99.055078","19.453324","217","187","30","167","18","100","86.18","13.82","76.96","8.29","0",OK,"Amp San Juan de Aragón CTM, 07990 Ciudad de México, CDMX, Mexico",ChIJfQOADXb70YURXNHsZCenrPU,APPROXIMATE,"19.452751,-99.05641779999999",./0.png
-99.0944355,19.392646,"Iztacalco,CP 08000,CDMX México",México,CDMX,Iztacalco,"08000","-99.0985732","19.3929334","421","337","84","545","75","100","80.05","19.95","129.45","17.81","0",OK,"Bramadero Ramos Millán, 08000 Ciudad de México, CDMX, Mexico",ChIJc9WOGSz80YURGhXFa0DeoJM,APPROXIMATE,"19.392646,-99.09443549999999",./0.png
-99.0892502,19.3910643,"Iztacalco,CP 08010,CDMX México",México,CDMX,Iztacalco,"08010","-99.0906366","19.3939261","54","42","12","71","12","100","77.78","22.22","131.48","22.22","0",OK,"Ex-Ejido de la Magdalena Mixhuca, 08010 Ciudad de México, CDMX, Mexico",ChIJ8Tb3kTL80YURNEea2TITOAw,APPROXIMATE,"19.3910643,-99.0892502",./0.png
-99.0944355,19.3867529,"Iztacalco,CP 08020,CDMX México",México,CDMX,Iztacalco,"08020","-99.0990594","19.3873959","188","156","32","215","26","100","82.98","17.02","114.36","13.83","0",OK,"08020 Mexico City, CDMX, Mexico",ChIJMadeV9P90YURgdPNBO2w5LA,APPROXIMATE,"19.3867529,-99.09443549999999",./0.png
-99.0974131,19.3932865,"Iztacalco,CP 08030,CDMX México",México,CDMX,Iztacalco,"08030","-99.1369569","19.308124","103","78","25","119","20","100","75.73","24.27","115.53","19.42","0",OK,"Bramadero Ramos Millán, 08030 Ciudad de México, CDMX, Mexico",ChIJ201axyv80YURnWtt6rDyvvc,APPROXIMATE,"19.3932865,-99.0974131",./0.png
-99.0978926,19.3828965,"Iztacalco,CP 08040,CDMX México",México,CDMX,Iztacalco,"08040","-99.0965253","19.3846454","251","206","45","238","34","100","82.07","17.93","94.82","13.55","0",OK,"Carlos Zapata Vela, 08040 Ciudad de México, CDMX, Mexico",ChIJWYPNHtT90YURd00J_Lj7MTg,APPROXIMATE,"19.3828965,-99.0978926",./0.png
-99.0654022,19.4103067,"Iztacalco,CP 08100,CDMX México",México,CDMX,Iztacalco,"08100","-99.060021","19.40693","1812","1520","292","1529","141","100","83.89","16.11","84.38","7.78","0",OK,"Agrícola Pantitlán, 08100 Ciudad de México, CDMX, Mexico",ChIJT0zf4Fz80YURrf2llbVYCs4,APPROXIMATE,"19.4103067,-99.0654022",./0.png
-99.131088,19.4003804,"Iztacalco,CP 08200,CDMX México",México,CDMX,Iztacalco,"08200","-99.1413828","19.3795357","272","250","22","181","28","100","91.91","8.09","66.54","10.29","0",OK,"Viaducto Piedad, 08200 Mexico City, CDMX, Mexico",ChIJ47LZ-e7-0YUR7TrBbXKTzdQ,APPROXIMATE,"19.4003804,-99.13108799999999",./0.png
-99.1255544,19.3991858,"Iztacalco,CP 08210,CDMX México",México,CDMX,Iztacalco,"08210","-99.1275496","19.3982032","69","57","12","67","11","100","82.61","17.39","97.10","15.94","0",OK,"Nueva Sta Anita, 08210 Ciudad de México, CDMX, Mexico",ChIJWYsDje3-0YUR2OMtUaYPMeQ,APPROXIMATE,"19.3991858,-99.1255544",./0.png
-99.1297045,19.3945573,"Iztacalco,CP 08220,CDMX México",México,CDMX,Iztacalco,"08220","-99.110663","19.3872528","144","117","27","130","16","100","81.25","18.75","90.28","11.11","0",OK,"San Pedro Iztacalco, 08220 Ciudad de México, CDMX, Mexico",ChIJMSNiZvH-0YURkrJ4iVVOw4c,APPROXIMATE,"19.3945573,-99.1297045",./0.png
-99.1255544,19.3962393,"Iztacalco,CP 08230,CDMX México",México,CDMX,Iztacalco,"08230","-99.1239246","19.3961893","70","52","18","56","6","100","74.29","25.71","80.00","8.57","0",OK,"San Francisco Xilcantongo, 08230 Ciudad de México, CDMX, Mexico",ChIJz7vmIvP-0YURKJNf2fXPkfQ,APPROXIMATE,"19.3962393,-99.1255544",./0.png
-99.1255544,19.3918198,"Iztacalco,CP 08240,CDMX México",México,CDMX,Iztacalco,"08240","-99.124301","19.393678","65","53","12","108","10","100","81.54","18.46","166.15","15.38","0",OK,"Santiago Norte, Santiago Sur, 08240 Ciudad de México, CDMX, Mexico",ChIJScprpPT-0YURVAgg6MpYeyE,APPROXIMATE,"19.3918198,-99.1255544",./0.png
-99.1220962,19.4000964,"Iztacalco,CP 08300,CDMX México",México,CDMX,Iztacalco,"08300","-99.5216659","19.3684741","273","234","39","253","34","100","85.71","14.29","92.67","12.45","0",OK,"08300 Mexico City, CDMX, Mexico",ChIJJ6X9UpL-0YURwa-XISEFYYU,APPROXIMATE,"19.4000964,-99.1220962",./0.png
-99.1166512,19.4038185,"Iztacalco,CP 08310,CDMX México",México,CDMX,Iztacalco,"08310","-99.1160145","19.4027279","116","87","29","134","19","100","75.00","25.00","115.52","16.38","0",OK,"La Cruz Coyuya, 08310 Ciudad de México, CDMX, Mexico",ChIJ848ZE5H-0YUR-QnbNoQb64Y,APPROXIMATE,"19.4038185,-99.11665119999999",./0.png
-99.1144885,19.3997423,"Iztacalco,CP 08320,CDMX México",México,CDMX,Iztacalco,"08320","-99.2288471","19.2289633","38","35","3","19","3","100","92.11","7.89","50.00","7.89","0",OK,"La Cruz Coyuya, 08320 Ciudad de México, CDMX, Mexico",ChIJl92Kd5H-0YUR0dc6pQBr1ZI,APPROXIMATE,"19.3997423,-99.1144885",./0.png
-99.098584,19.402751,"Iztacalco,CP 08400,CDMX México",México,CDMX,Iztacalco,"08400","-99.093645","19.399625","980","838","142","760","123","100","85.51","14.49","77.55","12.55","0",OK,"Granjas México, 08400 Ciudad de México, CDMX, Mexico",ChIJIc7NQCb80YUR5T8BdKndtqY,APPROXIMATE,"19.402751,-99.098584",./0.png
-99.0799175,19.4058968,"Iztacalco,CP 08420,CDMX México",México,CDMX,Iztacalco,"08420","-99.0808765","19.4041853","53","41","12","55","3","100","77.36","22.64","103.77","5.66","0",OK,"Col. Cuchilla Agrícola Oriental, 08420 Ciudad de México, CDMX, Mexico",ChIJcYgdijj80YURBI2OD5A34Nc,APPROXIMATE,"19.4058968,-99.0799175",./0.png
-99.0709315,19.3923495,"Iztacalco,CP 08500,CDMX México",México,CDMX,Iztacalco,"08500","-99.0665685","19.3937834","1915","1606","309","1690","247","100","83.86","16.14","88.25","12.90","0",OK,"Agrícola Oriental, 08500 Ciudad de México, CDMX, Mexico",ChIJxb3Sg0780YURmO4rasp83ys,APPROXIMATE,"19.3923495,-99.0709315",./0.png
-99.0854479,19.3938331,"Iztacalco,CP 08510,CDMX México",México,CDMX,Iztacalco,"08510","-99.080921","19.402982","117","95","22","109","13","100","81.20","18.80","93.16","11.11","0",OK,"El Rodeo, 08510 Ciudad de México, CDMX, Mexico",ChIJ0dyOWTH80YUR-tyw7yz98y8,APPROXIMATE,"19.3938331,-99.08544789999999",./0.png
-99.1195026,19.3893619,"Iztacalco,CP 08600,CDMX México",México,CDMX,Iztacalco,"08600","-99.1174798","19.3888704","73","58","15","55","7","100","79.45","20.55","75.34","9.59","0",OK,"Barrio La Asunción, 08600 Ciudad de México, CDMX, Mexico",ChIJM-iaSYr-0YURLHRfROgTMSY,APPROXIMATE,"19.3893619,-99.11950259999999",./0.png
-99.1214045,19.3964481,"Iztacalco,CP 08610,CDMX México",México,CDMX,Iztacalco,"08610","-99.1220228","19.3889582","75","58","17","63","8","100","77.33","22.67","84.00","10.67","0",OK,"Barrio de Zapotla, 08610 Ciudad de México, CDMX, Mexico",ChIJa26W-4z-0YURtwP3lJ63pK4,APPROXIMATE,"19.3964481,-99.1214045",./0.png
-99.1158717,19.3967263,"Iztacalco,CP 08620,CDMX México",México,CDMX,Iztacalco,"08620","-99.1188786","19.3973235","155","126","29","140","24","100","81.29","18.71","90.32","15.48","0",OK,"Barrio de los Reyes, 08620 Ciudad de México, CDMX, Mexico",ChIJ2Rw1iI7-0YUR8houHi0BCf4,APPROXIMATE,"19.3967263,-99.1158717",./0.png
-99.1172549,19.3922371,"Iztacalco,CP 08650,CDMX México",México,CDMX,Iztacalco,"08650","-99.11833","19.39511","156","121","35","186","20","100","77.56","22.44","119.23","12.82","0",OK,"Barrio de San Miguel, 08650 Ciudad de México, CDMX, Mexico",ChIJaYEEWYn-0YUR6lNAuCYvtWA,APPROXIMATE,"19.3922371,-99.11725489999999",./0.png
-99.1082647,19.3919522,"Iztacalco,CP 08700,CDMX México",México,CDMX,Iztacalco,"08700","-99.105787","19.391712","377","316","61","298","60","100","83.82","16.18","79.05","15.92","0",OK,"Juventino Rosas, 08700 Ciudad de México, CDMX, Mexico",ChIJETyk8ob-0YURIPP7iVtVYSI,APPROXIMATE,"19.3919522,-99.10826469999999",./0.png
-99.1117223,19.3954616,"Iztacalco,CP 08710,CDMX México",México,CDMX,Iztacalco,"08710","-99.110815","19.397078","65","51","14","92","13","100","78.46","21.54","141.54","20.00","0",OK,"Tlazintla, 08710 Ciudad de México, CDMX, Mexico",ChIJa1zJgoX-0YUREnVFJHEUTis,APPROXIMATE,"19.3954616,-99.1117223",./0.png
-99.1048072,19.3958089,"Iztacalco,CP 08720,CDMX México",México,CDMX,Iztacalco,"08720","-98.8475139","19.3072513","196","155","41","166","35","100","79.08","20.92","84.69","17.86","0",OK,"Tlacotal Ramos Millán, 08720 Ciudad de México, CDMX, Mexico",ChIJu5sZt4P-0YUR37YPfqA5D1Y,APPROXIMATE,"19.3958089,-99.1048072",./0.png
-99.1020413,19.3915279,"Iztacalco,CP 08730,CDMX México",México,CDMX,Iztacalco,"08730","-99.1003873","19.3897985","181","148","33","164","38","100","81.77","18.23","90.61","20.99","0",OK,"Gabriel Ramos Millán, 08730 Ciudad de México, CDMX, Mexico",ChIJuTHl1oH-0YURBn_D2gyrhHI,APPROXIMATE,"19.3915279,-99.10204130000001",./0.png
-99.1020413,19.3871082,"Iztacalco,CP 08760,CDMX México",México,CDMX,Iztacalco,"08760","-99.109757","19.3858568","342","294","48","55","11","100","85.96","14.04","16.08","3.22","0",OK,"Impi Picos, 08760 Ciudad de México, CDMX, Mexico",ChIJhdZj3n_-0YUROjrQfeY7bhI,APPROXIMATE,"19.3871082,-99.10204130000001",./0.png
-99.1061901,19.3883732,"Iztacalco,CP 08770,CDMX México",México,CDMX,Iztacalco,"08770","-99.1115069","19.3794033","119","91","28","84","12","100","76.47","23.53","70.59","10.08","0",OK,"Los Picos de Iztacalco II A, 08770 Ciudad de México, CDMX, Mexico",ChIJi07NlIf-0YURuX72yFAQDlk,APPROXIMATE,"19.3883732,-99.10619009999999",./0.png
-99.1248628,19.3881716,"Iztacalco,CP 08800,CDMX México",México,CDMX,Iztacalco,"08800","-99.5412897","19.65498","130","104","26","97","8","100","80.00","20.00","74.62","6.15","0",OK,"Santiago Sur, 08800 Ciudad de México, CDMX, Mexico",ChIJOVlwh1_-0YURYbU87unKaeo,APPROXIMATE,"19.3881716,-99.1248628",./0.png
-99.131088,19.388595,"Iztacalco,CP 08810,CDMX México",México,CDMX,Iztacalco,"08810","-99.13157","19.38604","245","227","18","120","23","100","92.65","7.35","48.98","9.39","0",OK,"Reforma Iztaccihuatl Nte., 08810 Ciudad de México, CDMX, Mexico",ChIJtRtRTvb-0YURHINefdRxJwA,APPROXIMATE,"19.388595,-99.13108799999999",./0.png
-99.1276295,19.3821398,"Iztacalco,CP 08830,CDMX México",México,CDMX,Iztacalco,"08830","-99.1235546","19.3785476","302","285","17","92","26","100","94.37","5.63","30.46","8.61","0",OK,"Militar Marte, 08830 Ciudad de México, CDMX, Mexico",ChIJZQYLtl7-0YURY8Ri0bLzGjg,APPROXIMATE,"19.3821398,-99.1276295",./0.png
-99.1255544,19.3770882,"Iztacalco,CP 08840,CDMX México",México,CDMX,Iztacalco,"08840","-99.12507","19.37651","184","175","9","54","17","100","95.11","4.89","29.35","9.24","0",OK,"Reforma Iztaccihuatl Sur, 08840 Ciudad de México, CDMX, Mexico",ChIJrwnHgVz-0YURNVFcJsrGVEY,APPROXIMATE,"19.3770882,-99.1255544",./0.png
-99.1054986,19.3832516,"Iztacalco,CP 08900,CDMX México",México,CDMX,Iztacalco,"08900","-99.1020305","19.3844039","753","656","97","498","84","100","87.12","12.88","66.14","11.16","0",OK,"INFONAVIT Iztacalco, 08900 Ciudad de México, CDMX, Mexico",ChIJIw-XhX7-0YURsAI8QwrSs-Q,APPROXIMATE,"19.3832516,-99.10549859999999",./0.png
-99.1203671,19.3880294,"Iztacalco,CP 08910,CDMX México",México,CDMX,Iztacalco,"08910","-99.1216764","19.3894083","45","39","6","36","4","100","86.67","13.33","80.00","8.89","0",OK,"Santa Cruz, 08910 Mexico City, CDMX, Mexico",ChIJWyLMZor-0YURQy0hDcQzzpg,APPROXIMATE,"19.3880294,-99.12036710000001",./0.png
-99.1169091,19.3874666,"Iztacalco,CP 08920,CDMX México",México,CDMX,Iztacalco,"08920","-99.1157901","19.3876077","47","38","9","57","3","100","80.85","19.15","121.28","6.38","0",OK,"Jardines Tecma, 08920 Ciudad de México, CDMX, Mexico",ChIJnfJ25In-0YUR8FuxhA4i6v8,APPROXIMATE,"19.3874666,-99.1169091",./0.png
-99.113797,19.3857814,"Iztacalco,CP 08930,CDMX México",México,CDMX,Iztacalco,"08930","-99.1228204","19.3862751","647","505","142","932","107","100","78.05","21.95","144.05","16.54","0",OK,"Campamento 2 de Octubre, 08930 Ciudad de México, CDMX, Mexico",ChIJj7s9SGL-0YURRhH_1CNP5uE,APPROXIMATE,"19.3857814,-99.11379699999999",./0.png
-99.098584,19.3615004,"Iztapalapa,CP 09000,CDMX México",México,CDMX,Iztapalapa,"09000","-99.08424","19.36351","8309","6454","1855","1359","143","100","77.67","22.33","16.36","1.72","0",OK,"San Pedro, 09000 Ciudad de México, CDMX, Mexico",ChIJJxqbcef90YURvhBihhg9LvM,APPROXIMATE,"19.3615004,-99.098584",./0.png
-99.0826827,19.3880783,"Iztapalapa,CP 09010,CDMX México",México,CDMX,Iztapalapa,"09010","-99.0838567","19.3863404","111","104","7","61","20","100","93.69","6.31","54.95","18.02","0",OK,"Real del Moral, 09010 Ciudad de México, CDMX, Mexico",ChIJbZGi1DT80YUR7v5Bg90BTEo,APPROXIMATE,"19.3880783,-99.08268269999999",./0.png
-99.078535,19.3868126,"Iztapalapa,CP 09020,CDMX México",México,CDMX,Iztapalapa,"09020","-99.771255","19.3887365","159","132","27","91","14","100","83.02","16.98","57.23","8.81","0",OK,"Dr Alfonso Ortiz Tirado, 09020 Ciudad de México, CDMX, Mexico",ChIJmdVAa7X90YURVdI8XiL3BlU,APPROXIMATE,"19.3868126,-99.078535",./0.png
-99.0861392,19.3871686,"Iztapalapa,CP 09030,CDMX México",México,CDMX,Iztapalapa,"09030","-99.0795763","19.3794519","443","413","30","213","35","100","93.23","6.77","48.08","7.90","0",OK,"Paseos de Churubusco, 09030 Ciudad de México, CDMX, Mexico",ChIJKWMiBc390YURlnmiCY5KUls,APPROXIMATE,"19.3871686,-99.08613919999999",./0.png
-99.0905297,19.3739788,"Iztapalapa,CP 09040,CDMX México",México,CDMX,Iztapalapa,"09040","-99.05733","19.285788","198","164","34","134","7","100","82.83","17.17","67.68","3.54","0",OK,"Canal Río Churubusco s/n, Área Federal Central de Abastos, Iztapalapa, 09040 Ciudad de México, CDMX, Mexico",ChIJTWl9ssT90YURAEsDGt5B6so,ROOFTOP,"19.3739788,-99.09052969999999",./0.png
-99.113797,19.3651571,"Iztapalapa,CP 09060,CDMX México",México,CDMX,Iztapalapa,"09060","-99.1205084","19.366669","1262","1088","174","545","88","100","86.21","13.79","43.19","6.97","0",OK,"Escuadrón 201, 09060 Ciudad de México, CDMX, Mexico",ChIJJXqZKxP-0YURMVHS44pTqaw,APPROXIMATE,"19.3651571,-99.11379699999999",./0.png
-99.1082647,19.3624884,"Iztapalapa,CP 09070,CDMX México",México,CDMX,Iztapalapa,"09070","-99.1037927","19.3695492","120","106","14","66","12","100","88.33","11.67","55.00","10.00","0",OK,"Granjas San Antonio, 09070 Ciudad de México, CDMX, Mexico",ChIJXUkNqQz-0YURcElDjDWG2pY,APPROXIMATE,"19.3624884,-99.10826469999999",./0.png
-99.1252086,19.35906,"Iztapalapa,CP 09080,CDMX México",México,CDMX,Iztapalapa,"09080","-99.124645","19.3602432","72","53","19","63","6","100","73.61","26.39","87.50","8.33","0",OK,"Xopa, 09080 Ciudad de México, CDMX, Mexico",ChIJ7zIJ-j7-0YURPGloSxyq5G4,APPROXIMATE,"19.35906,-99.1252086",./0.png
-99.1248628,19.3646014,"Iztapalapa,CP 09089,CDMX México",México,CDMX,Iztapalapa,"09089","-99.12603","19.36136","156","146","10","69","17","100","93.59","6.41","44.23","10.90","0",OK,"Modelo, 09089 Ciudad de México, CDMX, Mexico",ChIJYbXPYUD-0YURdeBV0mxqsHc,APPROXIMATE,"19.3646014,-99.1248628",./0.png
-99.1193297,19.3619331,"Iztapalapa,CP 09090,CDMX México",México,CDMX,Iztapalapa,"09090","-99.08556","19.37356","212","191","21","138","26","100","90.09","9.91","65.09","12.26","0",OK,"Héroes de Churubusco, 09090 Ciudad de México, CDMX, Mexico",ChIJlel6gBT-0YURZgMXRVyuf1k,APPROXIMATE,"19.3619331,-99.1193297",./0.png
-99.1200213,19.3567426,"Iztapalapa,CP 09099,CDMX México",México,CDMX,Iztapalapa,"09099","-99.120644","19.358497","22","19","3","13","1","100","86.36","13.64","59.09","4.55","0",OK,"Mexicaltzingo, 09099 Ciudad de México, CDMX, Mexico",ChIJx027mhb-0YURG8Musekeubo,APPROXIMATE,"19.3567426,-99.12002129999999",./0.png
-99.0336159,19.3868443,"Iztapalapa,CP 09100,CDMX México",México,CDMX,Iztapalapa,"09100","-99.0340056","19.3884499","1016","866","150","585","95","100","85.24","14.76","57.58","9.35","0",OK,"Juan Escutia, 09100 Ciudad de México, CDMX, Mexico",ChIJc5vmYuL80YURKH_rasI23Do,APPROXIMATE,"19.3868443,-99.0336159",./0.png
-99.0271637,19.383522,"Iztapalapa,CP 09130,CDMX México",México,CDMX,Iztapalapa,"09130","-99.023608","19.384944","254","232","22","122","24","100","91.34","8.66","48.03","9.45","0",OK,"San Lorenzo Xicoténcatl, 09130 Ciudad de México, CDMX, Mexico",ChIJabUoTiT90YURem4zJt-L_J4,APPROXIMATE,"19.383522,-99.02716369999999",./0.png
-99.0170369,19.378828,"Iztapalapa,CP 09140,CDMX México",México,CDMX,Iztapalapa,"09140","-99.135013","19.30402","391","304","87","598","81","100","77.75","22.25","152.94","20.72","0",OK,"Zona Urbana Ejidal Santa Martha Acatitla Nte., 09140 Ciudad de México, CDMX, Mexico",ChIJsc8xyzP90YURWCOSnmtUAeU,APPROXIMATE,"19.378828,-99.0170369",./0.png
-98.997699,19.3650524,"Iztapalapa,CP 09180,CDMX México",México,CDMX,Iztapalapa,"09180","-99.017262","19.216262","960","774","186","1148","124","100","80.63","19.38","119.58","12.92","0",OK,"Ermita Zaragoza, 09180 Ciudad de México, CDMX, Mexico",ChIJkcjOb7ni0YUR8ywi3juIv98,APPROXIMATE,"19.3650524,-98.997699",./0.png
-99.0543447,19.3578178,"Iztapalapa,CP 09200,CDMX México",México,CDMX,Iztapalapa,"09200","-99.1344","19.37566","686","535","151","822","112","100","77.99","22.01","119.83","16.33","0",OK,"U.H. Vicente Guerrero, 09200 Ciudad de México, CDMX, Mexico",ChIJ3artdp390YURmOzA0AasjBk,APPROXIMATE,"19.3578178,-99.0543447",./0.png
-99.0432887,19.3819423,"Iztapalapa,CP 09208,CDMX México",México,CDMX,Iztapalapa,"09208","-99.0625861","19.3547871","868","581","287","1490","17","100","66.94","33.06","171.66","1.96","0",OK,"Chinam Pac de Juárez, 09208 Ciudad de México, CDMX, Mexico",ChIJCZsBwwj90YURwKwAfz5foZk,APPROXIMATE,"19.3819423,-99.04328869999999",./0.png
-99.0501985,19.3683376,"Iztapalapa,CP 09209,CDMX México",México,CDMX,Iztapalapa,"09209","-99.0477999","19.3724596","392","299","93","774","35","100","76.28","23.72","197.45","8.93","0",OK,"Renovación, 09209 Mexico City, CDMX, Mexico",ChIJg2jm1wz90YURU6eG2fuQBw8,APPROXIMATE,"19.3683376,-99.0501985",./0.png
-99.0557268,19.3916358,"Iztapalapa,CP 09210,CDMX México",México,CDMX,Iztapalapa,"09210","-99.052842","19.391511","960","838","122","436","42","100","87.29","12.71","45.42","4.38","0",OK,"Tepalcates, 09210 Ciudad de México, CDMX, Mexico",ChIJ6S8LT_780YUR5wNM19IS57U,APPROXIMATE,"19.3916358,-99.0557268",./0.png
-99.0529626,19.3829334,"Iztapalapa,CP 09220,CDMX México",México,CDMX,Iztapalapa,"09220","-99.0491399","19.3877703","745","604","141","1119","48","100","81.07","18.93","150.20","6.44","0",OK,"Ejército Constitucionalista I II y III, 09220 Ciudad de México, CDMX, Mexico",ChIJS9kdbQH90YURJ6ogcxhOIsI,APPROXIMATE,"19.3829334,-99.0529626",./0.png
-99.0322342,19.376599,"Iztapalapa,CP 09230,CDMX México",México,CDMX,Iztapalapa,"09230","-99.033855","19.375734","11576","8952","2624","3510","164","100","77.33","22.67","30.32","1.42","0",OK,"Álvaro Obregón, 09230 Ciudad de México, CDMX, Mexico",ChIJr08hGD390YURTuMU_nG7jlE,APPROXIMATE,"19.376599,-99.03223419999999",./0.png
-99.0798926,19.3467093,"Iztapalapa,CP 09239,CDMX México",México,CDMX,Iztapalapa,"09239","-99.0278182","19.3720917","180","124","56","311","4","100","68.89","31.11","172.78","2.22","0",OK,"Iztapalapa de Cuitláhuac, 09858 Mexico City, CDMX, Mexico",ChIJLfDtsPT90YUR9A9zM-2ojNc,APPROXIMATE,"19.3467093,-99.0798926",./0.png
-99.0660933,19.3579685,"Iztapalapa,CP 09240,CDMX México",México,CDMX,Iztapalapa,"09240","-99.0685028","19.3570691","360","274","86","405","36","100","76.11","23.89","112.50","10.00","0",OK,"Progresista, 09240 Ciudad de México, CDMX, Mexico",ChIJ2wWnUZr90YURYItrcjoLoR0,APPROXIMATE,"19.3579685,-99.06609329999999",./0.png
-99.0633288,19.3581065,"Iztapalapa,CP 09250,CDMX México",México,CDMX,Iztapalapa,"09250","-99.063956","19.353364","23","19","4","19","2","100","82.61","17.39","82.61","8.70","0",OK,"La Regadera, 09250 Ciudad de México, CDMX, Mexico",ChIJcxcWbJv90YURdF1TZGNrPnc,APPROXIMATE,"19.3581065,-99.0633288",./0.png
-99.0612554,19.350107,"Iztapalapa,CP 09260,CDMX México",México,CDMX,Iztapalapa,"09260","-99.0634238","19.3511121","338","290","48","197","29","100","85.80","14.20","58.28","8.58","0",OK,"Constitución de 1917, 09260 Ciudad de México, CDMX, Mexico",ChIJy57E1oP90YUREjI0iePYfDg,APPROXIMATE,"19.350107,-99.06125540000001",./0.png
-99.0557268,19.347436,"Iztapalapa,CP 09270,CDMX México",México,CDMX,Iztapalapa,"09270","-99.07262","19.288149","134","121","13","87","16","100","90.30","9.70","64.93","11.94","0",OK,"Colonial Iztapalapa, 09270 Ciudad de México, CDMX, Mexico",ChIJyZmYEX_90YURAm_JRbUHRyY,APPROXIMATE,"19.347436,-99.0557268",./0.png
-99.0522715,19.3453982,"Iztapalapa,CP 09280,CDMX México",México,CDMX,Iztapalapa,"09280","-99.0503325","19.3484535","142","117","25","115","11","100","82.39","17.61","80.99","7.75","0",OK,"Jacarandas, 09280 Ciudad de México, CDMX, Mexico",ChIJ6bLj8H790YURP7lB81We2hk,APPROXIMATE,"19.3453982,-99.05227149999999",./0.png
-99.0432887,19.3465819,"Iztapalapa,CP 09290,CDMX México",México,CDMX,Iztapalapa,"09290","-99.02382","19.20428","372","288","84","457","53","100","77.42","22.58","122.85","14.25","0",OK,"Santa Cruz Meyehualco, 09290 Ciudad de México, CDMX, Mexico",ChIJwX2uxGP90YURWPx6XMn3foc,APPROXIMATE,"19.3465819,-99.04328869999999",./0.png
-99.0750788,19.3700426,"Iztapalapa,CP 09300,CDMX México",México,CDMX,Iztapalapa,"09300","-99.0744399","19.3685151","304","251","53","351","37","100","82.57","17.43","115.46","12.17","0",OK,"Guadalupe del Moral, 09300 Ciudad de México, CDMX, Mexico",ChIJ7-cH67790YURkMRFwAu2UPE,APPROXIMATE,"19.3700426,-99.0750788",./0.png
-99.0684767,19.3789833,"Iztapalapa,CP 09310,CDMX México",México,CDMX,Iztapalapa,"09310","-99.3979","19.22588","2577","2013","564","1010","121","100","78.11","21.89","39.19","4.70","0",OK,"Leyes de Reforma 3ra Secc, 09310 Ciudad de México, CDMX, Mexico",ChIJYb40HKX90YURDY-cofa_TE8,APPROXIMATE,"19.3789833,-99.06847669999999",./0.png
